"","FID","site_id","name","lon","lat","ONIMI","OKOOD","MNIMI","MKOOD","lau2","lon_cntr","lat_cntr"
"831",830,678,"TONDI",24.73610556,59.40999167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"832",831,998,"VRENN",24.75666667,59.41305556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"833",832,1018,"KITSE",24.74255278,59.41153889,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"834",833,270,"KPLAZ",24.74610556,59.43233333,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"835",834,862,"HKOHT",24.74805556,59.43444167,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"836",835,216,"KERGE",24.75613056,59.43241389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"837",836,240,"KMEHE",24.75360278,59.43027222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"838",837,399,"MUSAK",24.74791667,59.43141667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"839",838,1008,"SOLAR",24.75194444,59.43361111,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"840",839,1031,"NOTEA",24.74993333,59.4323,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"841",840,32,"ARIMA",24.74136944,59.41714444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"842",841,92,"FILTR",24.767675,59.42290278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"843",842,158,"KAARE",24.76119444,59.41765278,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"844",843,172,"KALEV",24.76138333,59.42692222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"845",844,356,"MAGAS",24.753175,59.42442222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"846",845,367,"MARLE",24.74470833,59.42416667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"847",846,403,"MUSTA",24.70011667,59.40142222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"848",847,551,"RIME",24.69136667,59.40585556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"849",848,577,"SAASE",24.68819167,59.40983056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"850",849,762,"VILDE",24.68833056,59.40360833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"851",850,797,"YITEH",24.740275,59.41860556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"852",851,909,"SIPEL",24.69804722,59.40694444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"853",852,978,"SINIM",24.90083333,59.44527778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"854",853,1044,"VANGL",24.7566,59.42164722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"855",854,13,"AIRPO",24.79862222,59.41610833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"856",855,70,"EMI",24.69777778,59.39638056,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"857",856,125,"HUMAN",24.79908056,59.42287778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"858",857,143,"JARVE",24.71944722,59.39816667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"859",858,144,"JASEL",24.72034722,59.39245833,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"860",859,318,"LENNU",24.80277778,59.41749444,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"861",860,475,"PERHM",24.70110556,59.39916389,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"862",861,528,"RAHUM",24.70035278,59.38795556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"863",862,622,"SSOJA",24.80216667,59.42077222,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"864",863,799,"YLEM",24.79361667,59.42110556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"865",864,878,"YLOTS",24.80138889,59.42249722,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"866",865,986,"TARIM",24.71333333,59.40166667,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"867",866,1027,"EKEIM",24.705,59.39527778,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"868",867,1049,"AGURI",24.79972222,59.42055556,"Tallinna linn",784,"Harju maakond",37,784,24.7436642049,59.424938231
"869",868,233,"KIVI",26.98304167,59.35443889,"Kiviõli linn",309,"Ida-Viru maakond",44,309,26.9654423555,59.3545157863
"870",869,1042,"KIOLI",26.94027778,59.35361111,"Kiviõli linn",309,"Ida-Viru maakond",44,309,26.9654423555,59.3545157863
"871",870,405,"MUUGA",24.9686,59.48111389,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"872",871,204,"KEEMI",25.01610833,59.48304167,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"873",872,365,"MARDU",25.01102778,59.47711389,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"874",873,96,"FOSFO",24.99632778,59.45644167,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"875",874,136,"IRU",24.94581944,59.45583056,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"876",875,137,"IRUKO",24.92666667,59.45166667,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"877",876,847,"KARMU",24.96221667,59.45305556,"Maardu linn",446,"Harju maakond",37,446,24.9736738173,59.4652601869
"878",877,994,"VALEE",26.04527778,57.79277778,"Valga linn",854,"Valga maakond",82,854,26.0708032449,57.7784600776
"879",878,724,"VALGA",26.07748889,57.76639167,"Valga linn",854,"Valga maakond",82,854,26.0708032449,57.7784600776
"880",879,726,"VALIH",26.05305556,57.78500556,"Valga linn",854,"Valga maakond",82,854,26.0708032449,57.7784600776
"881",880,730,"VALVT",26.03943056,57.77376944,"Valga linn",854,"Valga maakond",82,854,26.0708032449,57.7784600776
"882",881,851,"VALRA",26.05403056,57.77500278,"Valga linn",854,"Valga maakond",82,854,26.0708032449,57.7784600776
"883",882,995,"VALGM",26.0775,57.76638889,"Valga linn",854,"Valga maakond",82,854,26.0708032449,57.7784600776
"884",883,408,"MUVEE",26.94416389,58.82971944,"Mustvee linn",485,"Jõgeva maakond",49,485,26.9365288712,58.8479989746
"885",884,414,"NARVA",28.19166667,59.38083611,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"886",885,272,"KREEN",28.19267222,59.35916389,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"887",886,411,"NARKE",28.17887778,59.37860556,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"888",887,412,"NARRJ",28.19583056,59.37027778,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"889",888,46,"BALSJ",28.11860556,59.35278056,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"890",889,413,"NARTA",28.17026389,59.38111389,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"891",890,838,"UUSKY",28.17473056,59.36916389,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"892",891,959,"NARAH",28.1625,59.38388889,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"893",892,829,"NRAHU",28.17611667,59.39250556,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"894",893,1019,"KUDRU",28.05416389,59.42722222,"Narva linn",511,"Ida-Viru maakond",44,511,28.1088919858,59.3541913804
"895",894,496,"POLKE",27.05334167,58.05221944,"Põlva linn",620,"Põlva maakond",65,620,27.0708257642,58.0601566863
"896",895,499,"POLVA",27.09694167,58.06360833,"Põlva linn",620,"Põlva maakond",65,620,27.0708257642,58.0601566863
"897",896,446,"PAIDE",25.56310833,58.88735556,"Paide linn",566,"Järva maakond",51,566,25.5564002624,58.8849740965
"898",897,449,"PAITF",25.55529167,58.88666389,"Paide linn",566,"Järva maakond",51,566,25.5564002624,58.8849740965
"899",898,900,"PAIEE",25.52945,58.877775,"Paide linn",566,"Järva maakond",51,566,25.5564002624,58.8849740965
"900",899,287,"KURTF",22.48588611,58.25466389,"Kuressaare linn",349,"Saare maakond",74,349,22.4901813122,58.2484865923
"901",900,284,"KURES",22.4925,58.267775,"Kuressaare linn",349,"Saare maakond",74,349,22.4901813122,58.2484865923
"902",901,286,"KURSA",22.47249444,58.2475,"Kuressaare linn",349,"Saare maakond",74,349,22.4901813122,58.2484865923
"903",902,828,"SIION",22.49722778,58.25805278,"Kuressaare linn",349,"Saare maakond",74,349,22.4901813122,58.2484865923
"904",903,849,"KURGY",22.49916667,58.24833056,"Kuressaare linn",349,"Saare maakond",74,349,22.4901813122,58.2484865923
"905",904,14,"AKADE",26.72083056,58.37582778,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"906",905,193,"KASTA",26.71500556,58.37083056,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"907",906,432,"OPETA",26.71665833,58.375,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"908",907,661,"TARYL",26.72055556,58.38138889,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"909",908,795,"YHIKA",26.72750556,58.38360278,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"910",909,823,"JANES",26.73360556,58.39166667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"911",910,656,"TAROP",26.72380556,58.35857222,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"912",911,495,"POLAR",26.725,58.37776667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"913",912,512,"PUMBA",26.74221667,58.34249167,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"914",913,570,"ROPKA",26.72808889,58.34499444,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"915",914,608,"SINIK",26.70861111,58.35083056,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"916",915,657,"TARRO",26.73111111,58.355,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"917",916,95,"FORTU",26.73054722,58.38027222,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"918",917,633,"ZEPEL",26.73685556,58.37538333,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"919",918,910,"SOOLA",26.73054722,58.37805556,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"920",919,916,"TIGUT",26.73581944,58.37656111,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"921",920,25,"ANNE",26.77471667,58.37305833,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"922",921,171,"KALDA",26.75999167,58.37416667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"923",922,690,"TSANG",26.75443333,58.37966389,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"924",923,984,"TANNE",26.76416667,58.37833333,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"925",924,983,"TAHET",26.73,58.36694444,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"926",925,97,"FYYSI",26.72721389,58.37276944,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"927",926,342,"LOUNA",26.67693889,58.35694167,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"928",927,612,"SOBRA",26.71944722,58.36526944,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"929",928,703,"TVESK",26.70526667,58.37055278,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"930",929,970,"PUUSE",26.7,58.37,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"931",930,565,"RONDA",26.68693056,58.35999167,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"932",931,655,"TARMA",26.70165556,58.36221667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"933",932,699,"TULBI",26.69526389,58.37055556,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"934",933,953,"KEHOO",26.68861111,58.36916667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"935",934,996,"VEERI",26.69222222,58.375,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"936",935,641,"TAMAJ",26.68555556,58.38249444,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"937",936,80,"EPAY",26.69500556,58.38750278,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"938",937,153,"JUURA",26.70501667,58.37796944,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"939",938,650,"TANAI",26.69172222,58.3898,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"940",939,654,"TARKO",26.72026667,58.3925,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"941",940,658,"TARTF",26.72055556,58.38361667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"942",941,704,"TYMI",26.71443333,58.37832778,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"943",942,1016,"ALCOQ",26.70527778,58.38611111,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"944",943,1017,"SALVE",26.71027778,58.40194444,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"945",944,23,"ANKES",26.76750278,58.36832778,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"946",945,57,"EEDEN",26.75003056,58.37325833,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"947",946,66,"EKAUB",26.73253056,58.36043889,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"948",947,129,"IHAST",26.78361667,58.35388889,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"949",948,660,"TARU",26.73888056,58.36777778,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"950",949,837,"IHARL",26.77110833,58.34305556,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"951",950,913,"TAUF",26.73333333,58.35221667,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"952",951,914,"TEGUR",26.73361944,58.35833056,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
"953",952,1043,"TTARM",26.74583333,58.36388889,"Tartu linn",795,"Tartu maakond",78,795,26.728427209,58.3701665188
