"","FID","site_id","name","lon","lat","ONIMI","OKOOD","MNIMI","MKOOD","lau2","lon_cntr","lat_cntr"
"361",360,243,"KODIL",24.63264167,59.08380556,"Rapla vald",669,"Rapla maakond",70,669,24.725644867,59.0344063535
"362",361,857,"ROA",24.79971944,59.09721944,"Rapla vald",669,"Rapla maakond",70,669,24.725644867,59.0344063535
"363",362,538,"RAPEE",24.81351667,58.99469167,"Rapla vald",669,"Rapla maakond",70,669,24.725644867,59.0344063535
"364",363,541,"RAPL",24.78581667,59.00597778,"Rapla vald",669,"Rapla maakond",70,669,24.725644867,59.0344063535
"365",364,302,"LAIJA",23.00860278,58.40332778,"Laimjala vald",386,"Saare maakond",74,386,23.0247902001,58.4319415366
"366",365,28,"ARDU",25.37555,59.09527778,"Kõue vald",363,"Harju maakond",37,363,25.2962520584,59.1040183104
"367",366,901,"PAUNQ",25.29249167,59.15888889,"Kõue vald",363,"Harju maakond",37,363,25.2962520584,59.1040183104
"368",367,662,"TEHUM",22.24360833,58.18083889,"Salme vald",721,"Saare maakond",74,721,22.1918802641,58.1379342782
"369",368,683,"TORGU",22.07915833,57.97777778,"Torgu vald",807,"Saare maakond",74,807,22.0919165135,57.9884134636
"370",369,618,"SORVE",22.12961667,58.04911389,"Torgu vald",807,"Saare maakond",74,807,22.0919165135,57.9884134636
"371",370,177,"KANIS",23.18944167,58.50332778,"Pöide vald",634,"Saare maakond",74,634,23.1250728064,58.4906940195
"372",371,727,"VALJA",22.79415556,58.41554444,"Valjala vald",858,"Saare maakond",74,858,22.8510608852,58.4035129595
"373",372,584,"SAKLA",22.88026667,58.35971944,"Valjala vald",858,"Saare maakond",74,858,22.8510608852,58.4035129595
"374",373,644,"TAMME",24.64162222,58.92516667,"Raikküla vald",654,"Rapla maakond",70,654,24.6738327322,58.9078638966
"375",374,1020,"RAIKK",24.73527778,58.93944444,"Raikküla vald",654,"Rapla maakond",70,654,24.6738327322,58.9078638966
"376",375,188,"KARLA",22.26278333,58.33554444,"Kärla vald",373,"Saare maakond",74,373,22.2692605568,58.3198715874
"377",376,976,"SAUVE",22.33055556,58.37861111,"Kärla vald",373,"Saare maakond",74,373,22.2692605568,58.3198715874
"378",377,231,"KIPI",22.02795556,58.26681389,"Lümanda vald",440,"Saare maakond",74,440,22.0288966873,58.2696309438
"379",378,892,"KOIMQ",22.12596667,58.22641944,"Lümanda vald",440,"Saare maakond",74,440,22.0288966873,58.2696309438
"380",379,638,"TAGAV",22.87577778,58.51660833,"Orissaare vald",550,"Saare maakond",74,550,22.9316420857,58.5620476813
"381",380,435,"ORIMA",23.06695556,58.55805556,"Orissaare vald",550,"Saare maakond",74,550,22.9316420857,58.5620476813
"382",381,201,"KAVAN",22.83971667,58.60388333,"Orissaare vald",550,"Saare maakond",74,550,22.9316420857,58.5620476813
"383",382,615,"SONDA",26.84339167,59.34969167,"Sonda vald",751,"Ida-Viru maakond",44,751,26.8419848877,59.3421793773
"384",383,400,"MUSJA",22.22583333,58.47194167,"Mustjala vald",483,"Saare maakond",74,483,22.3148930291,58.4922462747
"385",384,459,"PANGA",22.35351667,58.53244167,"Mustjala vald",483,"Saare maakond",74,483,22.3148930291,58.4922462747
"386",385,572,"RUHNU",23.25666389,57.80610556,"Ruhnu vald",689,"Saare maakond",74,689,23.2437809746,57.8013325815
"387",386,369,"MASA",22.70834444,58.35083056,"Pihtla vald",592,"Saare maakond",74,592,22.7098784183,58.3343904489
"388",387,518,"PYHAQ",22.72622222,58.30558056,"Pihtla vald",592,"Saare maakond",74,592,22.7098784183,58.3343904489
"389",388,747,"VATTA",22.66939167,58.24147222,"Pihtla vald",592,"Saare maakond",74,592,22.7098784183,58.3343904489
"390",389,395,"MUHU",23.23612778,58.59916667,"Muhu vald",478,"Saare maakond",74,478,23.2478417057,58.6005172996
"391",390,893,"KUIVA",23.35666944,58.58916111,"Muhu vald",478,"Saare maakond",74,478,23.2478417057,58.6005172996
"392",391,856,"NOMMK",23.19239444,58.67088333,"Muhu vald",478,"Saare maakond",74,478,23.2478417057,58.6005172996
"393",392,315,"LEISI",22.68998889,58.56721667,"Leisi vald",403,"Saare maakond",74,403,22.6499337507,58.5261091659
"394",393,379,"METSQ",22.53284722,58.57343889,"Leisi vald",403,"Saare maakond",74,403,22.6499337507,58.5261091659
"395",394,220,"KIHMA",22.06194722,58.35694167,"Kihelkonna vald",301,"Saare maakond",74,301,22.0472503968,58.4029649023
"396",395,712,"UNDVA",21.91911667,58.51396389,"Kihelkonna vald",301,"Saare maakond",74,301,22.0472503968,58.4029649023
"397",396,115,"HEIMT",25.52064444,58.31038056,"Pärsti vald",629,"Viljandi maakond",84,629,25.4721173447,58.3561703404
"398",397,771,"VIRLE",25.57083333,58.37472222,"Pärsti vald",629,"Viljandi maakond",84,629,25.4721173447,58.3561703404
"399",398,1034,"SAVIK",25.48666667,58.42138889,"Pärsti vald",629,"Viljandi maakond",84,629,25.4721173447,58.3561703404
"400",399,739,"VARNJ",27.24007222,58.47721667,"Vara vald",861,"Tartu maakond",78,861,27.0219458822,58.5104416328
"401",400,259,"KOOSA",27.08665833,58.53415556,"Vara vald",861,"Tartu maakond",78,861,27.0219458822,58.5104416328
"402",401,734,"VARA",26.89554444,58.51054722,"Vara vald",861,"Tartu maakond",78,861,27.0219458822,58.5104416328
"403",402,68,"ELVA",26.40378056,58.24111389,"Konguta vald",331,"Tartu maakond",78,331,26.3426820489,58.2686448903
"404",403,510,"PUHJA",26.31915833,58.34165833,"Puhja vald",605,"Tartu maakond",78,605,26.3564706729,58.3716069049
"405",404,372,"MEHIK",27.45415833,58.23360556,"Meeksi vald",454,"Tartu maakond",78,454,27.3738544628,58.2828106521
"406",405,283,"KUREP",26.83166667,58.31138889,"Haaslava vald",185,"Tartu maakond",78,185,26.8616711798,58.2863696206
"407",406,563,"ROIU",26.87887778,58.30638056,"Haaslava vald",185,"Tartu maakond",78,185,26.8616711798,58.2863696206
"408",407,484,"PIIRI",27.52139167,58.38026944,"Piirissaare vald",595,"Tartu maakond",78,595,27.5006935233,58.3754030741
"409",408,174,"KAMJA",26.70817778,58.23752778,"Kambja vald",282,"Tartu maakond",78,282,26.6858690846,58.2079693391
"410",409,460,"PANGO",26.58276944,58.19361389,"Kambja vald",282,"Tartu maakond",78,282,26.6858690846,58.2079693391
"411",410,182,"KAREV",26.42766667,58.45174444,"Laeva vald",383,"Tartu maakond",78,383,26.3672257232,58.468600133
"412",411,299,"LAEVA",26.35805833,58.46805278,"Laeva vald",383,"Tartu maakond",78,383,26.3672257232,58.468600133
"413",412,691,"TSIRG",26.16304722,57.85776667,"Tõlliste vald",820,"Valga maakond",82,820,26.2252231531,57.8484788268
"414",413,537,"RANNU",26.21583889,58.24333056,"Rannu vald",666,"Tartu maakond",78,666,26.1991701219,58.2948186725
"415",414,835,"SANGL",26.18360833,58.33250556,"Rannu vald",666,"Tartu maakond",78,666,26.1991701219,58.2948186725
"416",415,647,"TAMQ",26.16388056,59.16638333,"Tamsalu vald",786,"Lääne-Viru maakond",59,786,26.1076570168,59.1589436571
"417",416,36,"ASSAM",26.26888889,59.225,"Tamsalu vald",786,"Lääne-Viru maakond",59,786,26.1076570168,59.1589436571
"418",417,649,"TAMSA",26.09110833,59.15889444,"Tamsalu vald",786,"Lääne-Viru maakond",59,786,26.1076570168,59.1589436571
"419",418,1023,"VAJAN",26.00138889,59.10666667,"Tamsalu vald",786,"Lääne-Viru maakond",59,786,26.1076570168,59.1589436571
"420",419,333,"LKONN",27.20555556,58.27583056,"Võnnu vald",915,"Tartu maakond",78,915,27.17784709,58.3056528029
"421",420,786,"VONNU",27.00554722,58.28471667,"Võnnu vald",915,"Tartu maakond",78,915,27.17784709,58.3056528029
"422",421,133,"ILTSA",26.55694444,58.39888333,"Tähtvere vald",831,"Tartu maakond",78,831,26.5822483073,58.3941565369
"423",422,102,"HAAGE",26.61889167,58.35221667,"Tähtvere vald",831,"Tartu maakond",78,831,26.5822483073,58.3941565369
"424",423,671,"TIKSO",26.655825,58.40999167,"Tähtvere vald",831,"Tartu maakond",78,831,26.5822483073,58.3941565369
"425",424,112,"HARGL",26.40249167,57.62943333,"Taheva vald",779,"Valga maakond",82,779,26.330533452,57.656192474
"426",425,891,"KOIKY",26.28719444,57.67743889,"Taheva vald",779,"Valga maakond",82,779,26.330533452,57.656192474
"427",426,289,"KUUTS",26.32444167,58.02888889,"Otepää vald",636,"Valga maakond",82,636,26.4686913469,58.0260976842
"428",427,249,"KOIGU",26.57305556,57.97166389,"Otepää vald",636,"Valga maakond",82,636,26.4686913469,58.0260976842
"429",428,424,"NUSTA",26.495,58.05833333,"Otepää vald",636,"Valga maakond",82,636,26.4686913469,58.0260976842
"430",429,437,"OTEPA",26.47137778,58.03916667,"Otepää vald",636,"Valga maakond",82,636,26.4686913469,58.0260976842
"431",430,915,"TEHVA",26.51638889,58.05110833,"Otepää vald",636,"Valga maakond",82,636,26.4686913469,58.0260976842
"432",431,126,"HUMUQ",26.04203333,57.88638889,"Hummuli vald",208,"Valga maakond",82,208,25.9557009283,57.902057631
"433",432,293,"KYLIQ",26.60444722,58.3275,"Ülenurme vald",949,"Tartu maakond",78,949,26.6774712378,58.3116112752
"434",433,702,"TVAND",26.70486667,58.32366944,"Ülenurme vald",949,"Tartu maakond",78,949,26.6774712378,58.3116112752
"435",434,545,"REOLA",26.70899167,58.29625,"Ülenurme vald",949,"Tartu maakond",78,949,26.6774712378,58.3116112752
"436",435,800,"YLENU",26.72500278,58.31610833,"Ülenurme vald",949,"Tartu maakond",78,949,26.6774712378,58.3116112752
"437",436,963,"OSSU",26.67555556,58.36777778,"Ülenurme vald",949,"Tartu maakond",78,949,26.6774712378,58.3116112752
"438",437,620,"SPEED",25.67581667,58.43582778,"Saarepeedi vald",715,"Viljandi maakond",84,715,25.65682387,58.4351949737
"439",438,428,"OIU",25.97804444,58.40915833,"Kolga-Jaani vald",328,"Viljandi maakond",84,328,25.9642221037,58.4893636532
"440",439,236,"KJAAN",25.93416667,58.52916667,"Kolga-Jaani vald",328,"Viljandi maakond",84,328,25.9642221037,58.4893636532
"441",440,4,"ABJA",25.38553889,58.12610833,"Abja vald",105,"Viljandi maakond",84,105,25.26385742,58.0978883094
"442",441,389,"MOISA",25.23749167,58.11944167,"Abja vald",105,"Viljandi maakond",84,105,25.26385742,58.0978883094
"443",442,390,"MOISQ",25.17599167,58.10060556,"Abja vald",105,"Viljandi maakond",84,105,25.26385742,58.0978883094
"444",443,113,"HARIM",26.35110833,57.99832778,"Sangaste vald",724,"Valga maakond",82,724,26.3148929573,57.9504198822
"445",444,589,"SANGA",26.28916667,57.92388333,"Sangaste vald",724,"Valga maakond",82,724,26.3148929573,57.9504198822
"446",445,227,"KILLI",26.17583056,57.96277778,"Õru vald",943,"Valga maakond",82,943,26.1593846287,57.9443008602
"447",446,189,"KARST",25.79640278,58.13805556,"Tarvastu vald",797,"Viljandi maakond",84,797,25.853725555,58.2051766791
"448",447,624,"SUISL",25.96444444,58.15358056,"Tarvastu vald",797,"Viljandi maakond",84,797,25.853725555,58.2051766791
"449",448,404,"MUSTL",25.86666667,58.23527222,"Tarvastu vald",797,"Viljandi maakond",84,797,25.853725555,58.2051766791
"450",449,429,"OLUST",25.57054444,58.54555278,"Suure-Jaani vald",758,"Viljandi maakond",84,758,25.3870812447,58.5058230887
"451",450,609,"SJARL",25.48444444,58.53499167,"Suure-Jaani vald",758,"Viljandi maakond",84,758,25.3870812447,58.5058230887
"452",451,746,"VASTE",25.45443333,58.44444444,"Suure-Jaani vald",758,"Viljandi maakond",84,758,25.3870812447,58.5058230887
"453",452,848,"VOIVA",25.63142778,58.48934167,"Suure-Jaani vald",758,"Viljandi maakond",84,758,25.3870812447,58.5058230887
"454",453,260,"KOOTS",25.24876944,58.57986944,"Suure-Jaani vald",758,"Viljandi maakond",84,758,25.3870812447,58.5058230887
"455",454,588,"SANDR",25.16888333,58.42361389,"Suure-Jaani vald",758,"Viljandi maakond",84,758,25.3870812447,58.5058230887
"456",455,351,"LYLLE",26.35027222,57.74860556,"Karula vald",289,"Valga maakond",82,289,26.323896702,57.7541637152
"457",456,507,"PRTSI",26.10084167,58.09139167,"Puka vald",608,"Valga maakond",82,608,26.178211418,58.0550066332
"458",457,511,"PUKAQ",26.24583056,58.06028056,"Puka vald",608,"Valga maakond",82,608,26.178211418,58.0550066332
"459",458,710,"UKARI",25.3425,58.24165556,"Halliste vald",192,"Viljandi maakond",84,192,25.4037409402,58.2129666347
"460",459,701,"TUSTQ",25.79721944,58.40194167,"Viiratsi vald",892,"Viljandi maakond",84,892,25.7842598963,58.3788282512
"461",460,757,"VIIRA",25.64778889,58.35444167,"Viiratsi vald",892,"Viljandi maakond",84,892,25.7842598963,58.3788282512
"462",461,999,"VVOID",25.66194444,58.39166667,"Viiratsi vald",892,"Viljandi maakond",84,892,25.7842598963,58.3788282512
"463",462,397,"MURAT",27.05194444,57.58333333,"Haanja vald",181,"Võru maakond",86,181,27.0695877682,57.6635782231
"464",463,575,"RUUSQ",27.09276944,57.62944167,"Haanja vald",181,"Võru maakond",86,181,27.0695877682,57.6635782231
"465",464,483,"PIIPS",27.09473056,57.67361667,"Haanja vald",181,"Võru maakond",86,181,27.0695877682,57.6635782231
"466",465,842,"HAANJ",27.05509167,57.72113333,"Haanja vald",181,"Võru maakond",86,181,27.0695877682,57.6635782231
"467",466,256,"KOO",25.738875,58.61594167,"Kõo vald",357,"Viljandi maakond",84,357,25.7011628842,58.610849145
"468",467,777,"VKOPU",25.30528056,58.32083333,"Kõpu vald",360,"Viljandi maakond",84,360,25.1731504813,58.352893808
"469",468,422,"NUIA",25.54805556,58.09805278,"Karksi vald",600,"Viljandi maakond",84,600,25.5879194851,58.0854206469
"470",469,697,"TUHAL",25.65481389,58.17108056,"Karksi vald",600,"Viljandi maakond",84,600,25.5879194851,58.0854206469
"471",470,330,"LILLI",25.54721944,58.00139167,"Karksi vald",600,"Viljandi maakond",84,600,25.5879194851,58.0854206469
"472",471,119,"HOLRE",25.72000556,58.28249167,"Paistu vald",570,"Viljandi maakond",84,570,25.6607621256,58.268912026
"473",472,625,"SULTS",25.58721667,58.23943889,"Paistu vald",570,"Viljandi maakond",84,570,25.6607621256,58.268912026
"474",473,465,"PARKS",26.99510556,57.89669167,"Võru vald",918,"Võru maakond",86,918,26.9975873412,57.8357483266
"475",474,120,"HOLSA",27.15138333,57.7725,"Võru vald",918,"Võru maakond",86,918,26.9975873412,57.8357483266
"476",475,274,"KUBJA",26.99850556,57.80896667,"Võru vald",918,"Võru maakond",86,918,26.9975873412,57.8357483266
"477",476,391,"MOKSI",27.04499167,57.76166389,"Võru vald",918,"Võru maakond",86,918,26.9975873412,57.8357483266
"478",477,868,"NURSI",26.93499167,57.78,"Võru vald",918,"Võru maakond",86,918,26.9975873412,57.8357483266
"479",478,217,"KERGU",24.75722222,58.67055556,"Vändra vald",929,"Pärnu maakond",67,929,24.9665498661,58.6423249126
"480",479,524,"RAE",25.27764444,58.71483056,"Vändra vald",929,"Pärnu maakond",67,929,24.9665498661,58.6423249126
"481",480,731,"VANDR",25.02027222,58.65083056,"Vändra vald",929,"Pärnu maakond",67,929,24.9665498661,58.6423249126
"482",481,1013,"ALUST",24.91916667,58.62861111,"Vändra vald",929,"Pärnu maakond",67,929,24.9665498661,58.6423249126
"483",482,1052,"SUJOE",25.09861111,58.62,"Vändra vald",929,"Pärnu maakond",67,929,24.9665498661,58.6423249126
"484",483,344,"LUHAM",27.37778333,57.64305556,"Misso vald",468,"Võru maakond",86,468,27.2589043539,57.6092325081
"485",484,384,"MISSO",27.22721667,57.60832778,"Misso vald",468,"Võru maakond",86,468,27.2589043539,57.6092325081
"486",485,550,"RIMAE",26.85185278,57.66252778,"Rõuge vald",697,"Võru maakond",86,697,26.87986142,57.7216510254
"487",486,571,"ROUGE",26.92722222,57.71193889,"Rõuge vald",697,"Võru maakond",86,697,26.87986142,57.7216510254
"488",487,590,"SANNA",26.80665556,57.73778333,"Rõuge vald",697,"Võru maakond",86,697,26.87986142,57.7216510254
"489",488,614,"SOMER",26.80243056,57.87738889,"Sõmerpalu vald",767,"Võru maakond",86,767,26.7603497932,57.8669590905
"490",489,375,"MEREM",27.45776667,57.73360556,"Meremäe vald",460,"Võru maakond",86,460,27.4459787501,57.7741882335
"491",490,135,"INGLI",24.93704722,59.01594444,"Juuru vald",240,"Rapla maakond",70,240,24.9413449715,59.0918655235
"492",491,141,"JARLE",24.92445,59.13666667,"Juuru vald",240,"Rapla maakond",70,240,24.9413449715,59.0918655235
"493",492,154,"JUURU",24.89624167,59.08313056,"Juuru vald",240,"Rapla maakond",70,240,24.9413449715,59.0918655235
"494",493,952,"JUUKO",24.95722222,59.05833333,"Juuru vald",240,"Rapla maakond",70,240,24.9413449715,59.0918655235
"495",494,326,"LIINA",27.28055556,57.72110556,"Vastseliina vald",874,"Võru maakond",86,874,27.2643447369,57.7423517708
"496",495,567,"ROOSA",26.66527222,57.55360556,"Mõniste vald",493,"Võru maakond",86,493,26.5631747396,57.5995962219
"497",496,591,"SARU",26.55416389,57.60888889,"Mõniste vald",493,"Võru maakond",86,493,26.5631747396,57.5995962219
"498",497,447,"PAIDL",26.47555556,58.11526944,"Palupera vald",582,"Valga maakond",82,582,26.4426327151,58.1243458909
"499",498,867,"NOVA",23.68750556,59.22305556,"Nõva vald",531,"Lääne maakond",57,531,23.7536164998,59.1641123332
"500",499,738,"VARIK",23.80143056,59.12715556,"Nõva vald",531,"Lääne maakond",57,531,23.7536164998,59.1641123332
"501",500,275,"KUIJO",23.99583056,59.08006944,"Risti vald",680,"Lääne maakond",57,680,24.0382162497,59.0457636015
"502",501,552,"RISTI",24.02473056,58.99027778,"Risti vald",680,"Lääne maakond",57,680,24.0382162497,59.0457636015
"503",502,29,"ARE",24.57721389,58.53110556,"Are vald",149,"Pärnu maakond",67,149,24.6416282036,58.5344075958
"504",503,692,"TSOOR",26.66972222,57.74860278,"Antsla vald",143,"Võru maakond",86,143,26.5747017764,57.7771302074
"505",504,26,"ANTSL",26.52054444,57.817225,"Antsla vald",143,"Võru maakond",86,143,26.5747017764,57.7771302074
"506",505,8,"AHIJR",26.47722778,57.73333333,"Antsla vald",143,"Võru maakond",86,143,26.5747017764,57.7771302074
"507",506,713,"URVAS",26.58982222,57.90483056,"Urvaste vald",843,"Võru maakond",86,843,26.5399913985,57.9031131312
"508",507,866,"LUUNJ",26.87916389,58.35610556,"Luunja vald",432,"Tartu maakond",78,432,26.9450945079,58.3943903472
"509",508,290,"KVAST",27.06278889,58.41083056,"Luunja vald",432,"Tartu maakond",78,432,26.9450945079,58.3943903472
"510",509,349,"LUUNA",26.91470556,58.37055556,"Luunja vald",432,"Tartu maakond",78,432,26.9450945079,58.3943903472
"511",510,653,"TARAL",26.78304167,58.37666944,"Luunja vald",432,"Tartu maakond",78,432,26.9450945079,58.3943903472
"512",511,331,"LINNA",23.71227222,58.99802222,"Oru vald",552,"Lääne maakond",57,552,23.794912807,59.0471905381
"513",512,442,"PADA",26.76416944,59.44444167,"Viru-Nigula vald",902,"Lääne-Viru maakond",59,902,26.625123442,59.4685844133
"514",513,308,"LASVA",27.17638056,57.85249444,"Lasva vald",389,"Võru maakond",86,389,27.1742422182,57.8719624144
"515",514,519,"PYSSI",27.03556389,59.35888333,"Püssi linn",645,"Ida-Viru maakond",44,645,27.0453439239,59.3596540241
"516",515,592,"SAUE",24.57027222,59.31749167,"Saue linn",728,"Harju maakond",37,728,24.5566506425,59.3199884553
"517",516,676,"TOKKE",24.54104444,59.32166667,"Saue linn",728,"Harju maakond",37,728,24.5566506425,59.3199884553
"518",517,494,"POKOR",25.98361667,58.66194167,"Põltsamaa linn",617,"Jõgeva maakond",49,617,25.9761935201,58.6529832489
"519",518,968,"POLPI",25.98444444,58.65416667,"Põltsamaa linn",617,"Jõgeva maakond",49,617,25.9761935201,58.6529832489
"520",519,90,"FELIX",25.96495556,58.65533889,"Põltsamaa linn",617,"Jõgeva maakond",49,617,25.9761935201,58.6529832489
"521",520,498,"POLMA",25.98249444,58.64555556,"Põltsamaa linn",617,"Jõgeva maakond",49,617,25.9761935201,58.6529832489
"522",521,148,"JOGPO",26.39860833,58.745,"Jõgeva linn",249,"Jõgeva maakond",49,249,26.3938680383,58.7440702203
"523",522,281,"KUNKO",26.52926389,59.49871944,"Kunda linn",345,"Lääne-Viru maakond",59,345,26.5319062215,59.5064962026
"524",523,818,"KUNDA",26.51444167,59.49999167,"Kunda linn",345,"Lääne-Viru maakond",59,345,26.5319062215,59.5064962026
"525",524,418,"NJOES",28.03694167,59.46249444,"Narva-Jõesuu linn",513,"Ida-Viru maakond",44,513,28.0253964715,59.4423066492
"526",525,897,"LRAND",28.00943889,59.440275,"Narva-Jõesuu linn",513,"Ida-Viru maakond",44,513,28.0253964715,59.4423066492
